0,0.504730
1,0.504730
2,0.504732
3,0.504556
4,0.504475
5,0.504484
6,0.504881
7,0.504498
8,0.504867
9,0.504861
10,0.504603
11,0.504852
12,0.504673
13,0.504674
14,0.504502
15,0.504948
16,0.504432
17,0.504269
18,0.505085
19,0.504987
20,0.504481
21,0.504403
22,0.504414
23,0.504946
24,0.504520
25,0.504757
26,0.504582
27,0.504870
28,0.504505
29,0.504856
30,0.504519
31,0.504930
32,0.504921
33,0.504369
34,0.504901
35,0.504386
36,0.504882
37,0.504702
38,0.504616
39,0.504619
40,0.504743
41,0.504658
42,0.504571
43,0.504493
44,0.504411
45,0.504856
46,0.504514
47,0.504438
48,0.505005
49,0.504994
50,0.504811
51,0.504473
52,0.504798
53,0.504655
54,0.504707
55,0.504534
56,0.504367
57,0.505073
58,0.504220
59,0.504237
60,0.505107
61,0.504182
62,0.504115
63,0.505311
64,0.503986
65,0.505434
66,0.505235
67,0.504145
68,0.505112
69,0.504180
70,0.505246
71,0.504133
72,0.505291
73,0.505188
74,0.505171
75,0.505153
76,0.505046
77,0.504865
78,0.504416
79,0.504931
80,0.504348
81,0.505087
82,0.504987
83,0.504798
84,0.504648
85,0.504650
86,0.504710
87,0.504738
88,0.504736
89,0.504534
90,0.504729
91,0.504541
92,0.504808
93,0.504642
94,0.504552
95,0.504385
96,0.504229
97,0.505026
98,0.504345
99,0.504914
100,0.504907
101,0.504546
102,0.504546
103,0.504887
104,0.504385
105,0.504230
106,0.505197
107,0.504173
108,0.505073
109,0.505059
110,0.504306
111,0.504326
112,0.504340
113,0.505090
114,0.504367
115,0.505063
116,0.504877
117,0.504486
118,0.504863
119,0.504406
120,0.504416
121,0.504261
122,0.504992
123,0.504375
124,0.504379
125,0.505043
126,0.504945
127,0.504325
128,0.505094
129,0.504994
130,0.504811
131,0.504807
132,0.504630
133,0.504547
134,0.504466
135,0.504871
136,0.504873
137,0.504401
138,0.505020
139,0.505016
140,0.504262
141,0.504106
142,0.504127
143,0.505291
144,0.505097
145,0.504271
146,0.504114
147,0.505303
148,0.505272
149,0.504178
150,0.504111
151,0.505220
152,0.504237
153,0.505098
154,0.504181
155,0.505064
156,0.505051
157,0.504226
158,0.505107
159,0.504910
160,0.504439
161,0.504276
162,0.504119
163,0.503967
164,0.505432
165,0.505415
166,0.505303
167,0.505185
168,0.504173
169,0.504106
170,0.504127
171,0.504148
172,0.504082
173,0.504104
174,0.505212
175,0.505021
176,0.505019
177,0.504825
178,0.504517
179,0.504737
180,0.504650
181,0.504652
182,0.504608
183,0.504525
184,0.504531
185,0.504713
186,0.504550
187,0.504470
188,0.504306
189,0.504148
190,0.505263
191,0.505242
192,0.505136
193,0.505034
194,0.504850
195,0.504490
196,0.504325
197,0.504338
198,0.504276
199,0.505138
200,0.504136
201,0.505273
202,0.504166
203,0.505147
204,0.505130
205,0.504217
206,0.505011
207,0.504913
208,0.504511
209,0.504813
210,0.504808
211,0.504804
212,0.504800
213,0.504795
214,0.504538
215,0.504458
216,0.504863
217,0.504771
218,0.504573
219,0.504479
220,0.504842
221,0.504836
222,0.504497
223,0.504332
224,0.504983
225,0.504800
226,0.504710
227,0.504538
228,0.504371
229,0.504211
230,0.505025
231,0.504412
232,0.504337
233,0.504349
234,0.505063
235,0.504375
236,0.504215
237,0.504147
238,0.505243
239,0.505152
240,0.505050
241,0.504850
242,0.504859
243,0.504852
244,0.504491
245,0.504738
246,0.504586
247,0.504661
248,0.504562
249,0.504481
250,0.504503
251,0.504424
252,0.504816
253,0.504726
254,0.504553
255,0.504386
256,0.504923
257,0.504930
258,0.504414
259,0.504981
260,0.504435
261,0.504961
262,0.504283
263,0.504126
264,0.505172
265,0.504999
266,0.504260
267,0.504276
268,0.505027
269,0.505031
270,0.504847
271,0.504841
272,0.504750
273,0.504671
274,0.504576
275,0.504408
276,0.504403
277,0.504818
278,0.504813
279,0.504808
280,0.504529
281,0.504534
282,0.504877
283,0.504531
284,0.504467
285,0.504459
286,0.504381
287,0.504836
288,0.504397
289,0.504236
290,0.504167
291,0.505042
292,0.504215
293,0.504130
294,0.505248
295,0.504102
296,0.505291
297,0.505269
298,0.505248
299,0.504187
300,0.505037
301,0.504304
302,0.504301
303,0.504161
304,0.504094
305,0.505126
306,0.505024
307,0.504401
308,0.505001
309,0.504818
310,0.504496
311,0.504807
312,0.504631
313,0.504609
314,0.504440
315,0.504431
316,0.504782
317,0.504693
318,0.504693
319,0.504521
320,0.504714
321,0.504527
322,0.504533
323,0.504367
324,0.504842
325,0.504684
326,0.504684
327,0.504555
328,0.504560
329,0.504564
330,0.504671
331,0.504652
332,0.504566
333,0.504754
334,0.504573
335,0.504727
336,0.504492
337,0.504328
338,0.505047
339,0.504862
340,0.504447
341,0.504370
342,0.504211
343,0.505181
344,0.504246
345,0.504261
346,0.505046
347,0.504290
348,0.504933
349,0.504398
350,0.504892
351,0.504502
352,0.504728
353,0.504726
